criterion_id,test_id,wp,description,metric_key,operator,threshold_low,threshold_high,frozen,confirmatory,expected_direction,notes,justification,freeze_date,nature,campagne
CRIT-B3-002,B3-002,B3,Comparer à des modèles de réseaux biologiques.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B3-003,B3-003,B3,Comparer à des modèles de fitness.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B3-004,B3-004,B3,Comparer à des modèles de résilience.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B3-005,B3-005,B3,Tester les données hors domaine.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B3-006,B3-006,B3,Mesurer calibration et faux positifs.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B3-007,B3-007,B3,Tester si les notions `D-H-L` ajoutent une information indépendante.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B3-008,B3-008,B3,Tester si `Pacc` prédit les transitions observées.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B3-009,B3-009,B3,Publier les domaines où le cadre reste descriptif.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-B3-010,B3-010,B3,Réserver le statut prédictif aux cas confirmés hors échantillon.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-R1-001,R1-001,R1,Utiliser plusieurs espèces bactériennes.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R1-002,R1-002,R1,Utiliser plusieurs familles d’antibiotiques.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R1-003,R1-003,R1,"Inclure milieux riches, pauvres et structurés.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R1-004,R1-004,R1,Inclure populations planctoniques et biofilms.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R1-005,R1-005,R1,Prévoir au moins 12 à 24 lignées indépendantes par condition.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R1-006,R1-006,R1,Randomiser les traitements.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R1-007,R1-007,R1,Aveugler l’analyse lorsque possible.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-R1-008,R1-008,R1,Préenregistrer les critères.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-R1-009,R1-009,R1,"Séparer résistance, tolérance et persistance.",,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R1-010,R1-010,R1,Suivre les coûts de fitness.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-001,R2-001,R2,exposition constante,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-002,R2-002,R2,augmentation progressive,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-003,R2-003,R2,diminution progressive,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-004,R2-004,R2,impulsions courtes,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-005,R2-005,R2,impulsions longues,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-006,R2-006,R2,alternance de deux antibiotiques,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-007,R2-007,R2,ordre A puis B,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-008,R2-008,R2,ordre B puis A,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-009,R2-009,R2,combinaison simultanée,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-010,R2-010,R2,périodes sans antibiotique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-011,R2-011,R2,stress environnemental avant antibiotique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-012,R2-012,R2,stress après antibiotique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-013,R2-013,R2,trajectoires aléatoires appariées,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-014,R2-014,R2,même dose cumulée avec ordres différents,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R2-015,R2-015,R2,même MIC finale obtenue par histoires différentes,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-001,R3-001,R3,MIC,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-002,R3-002,R3,courbe dose-réponse,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-003,R3-003,R3,temps de latence,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-004,R3-004,R3,taux de croissance,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-005,R3-005,R3,survie après choc,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-006,R3-006,R3,fraction persistante,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-007,R3-007,R3,fitness sans antibiotique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-008,R3-008,R3,mutations,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-009,R3-009,R3,fréquences alléliques,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-010,R3-010,R3,expression génique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-011,R3-011,R3,métabolisme,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-012,R3-012,R3,morphologie,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-013,R3-013,R3,hétérogénéité cellule par cellule,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-014,R3-014,R3,stabilité après retrait,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R3-015,R3-015,R3,transmissibilité aux descendants,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-001,R4-001,R4,dépendance au chemin à état final égal,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-002,R4-002,R4,hystérésis des seuils de résistance,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-003,R4-003,R4,durée `D`,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-004,R4-004,R4,asymétrie `H`,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-005,R4-005,R4,pertes `L`,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-006,R4-006,R4,changements d’état contre changements architecturaux,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-007,R4-007,R4,modification du domaine de viabilité,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-008,R4-008,R4,états devenus inaccessibles,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-009,R4-009,R4,coût des chemins de retour,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-010,R4-010,R4,ablation génétique des mécanismes candidats,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-011,R4-011,R4,réversion ou remplacement d’allèles,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-012,R4-012,R4,transfert dans un fond génétique naïf,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-013,R4-013,R4,témoin de complexité égale dans les modèles prédictifs,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-014,R4-014,R4,prédiction de la prochaine mutation ou du prochain phénotype,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R4-015,R4-015,R4,validation sur lignées masquées,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-R5-001,R5-001,R5,modèles de fitness landscape,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R5-002,R5-002,R5,chaînes de Markov,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R5-003,R5-003,R5,modèles de population classiques,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R5-004,R5-004,R5,apprentissage supervisé sans histoire,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R5-005,R5-005,R5,modèles récurrents avec histoire,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R5-006,R5-006,R5,modèles causaux dynamiques,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R5-007,R5-007,R5,modèles de collateral sensitivity,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R5-008,R5-008,R5,modèles génétiques mécanistes,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R6-001,R6-001,R6,seconde espèce,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R6-002,R6-002,R6,second antibiotique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R6-003,R6-003,R6,second laboratoire,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R6-004,R6-004,R6,répétition à partir de stocks indépendants,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R6-005,R6-005,R6,analyse bioinformatique indépendante,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R6-006,R6-006,R6,validation des mutations par reconstruction,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-R6-007,R6-007,R6,dépôt des lignées et séquences,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-R6-008,R6-008,R6,publication des trajectoires complètes,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-001,T1-001,T1,transition de phase,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-002,T1-002,T1,différenciation planétaire,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-003,T1-003,T1,dynamique orbitale,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-004,T1-004,T1,mémoire climatique,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-005,T1-005,T1,protocellules,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-006,T1-006,T1,évolution bactérienne,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-007,T1-007,T1,masquer une partie de l’histoire,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-008,T1-008,T1,masquer une partie des états futurs,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-009,T1-009,T1,demander la reconstruction,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-010,T1-010,T1,demander la prédiction,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-011,T1-011,T1,demander la détection de seuil,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-012,T1-012,T1,demander la détection de perte,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-013,T1-013,T1,demander l’estimation de `Pacc`,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-014,T1-014,T1,comparer ORI-C aux cadres concurrents,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-015,T1-015,T1,mesurer performance et calibration,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T1-016,T1-016,T1,mesurer coût de données et complexité,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T2-001,T2-001,T2,Tester les mêmes définitions dans les trois branches.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T2-002,T2-002,T2,Mesurer les adaptations nécessaires.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T2-003,T2-003,T2,Identifier les notions réellement invariantes.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T2-004,T2-004,T2,Identifier les notions seulement analogiques.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T2-005,T2-005,T2,Retirer les notions qui ne produisent aucune mesure.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T2-006,T2-006,T2,Vérifier qu’un résultat d’une branche ne modifie pas le statut d’une autre.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T2-007,T2-007,T2,Tester la portabilité des schémas de données.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T2-008,T2-008,T2,Tester l’accord de codage entre disciplines.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T2-009,T2-009,T2,Faire auditer le langage par experts externes.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T2-010,T2-010,T2,Réviser le Codebook à partir des échecs.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T3-001,T3-001,T3,Définir au moins une prédiction nouvelle par branche.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T3-002,T3-002,T3,Geler ces prédictions avant collecte des données.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T3-003,T3-003,T3,Fixer un témoin de complexité égale.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T3-004,T3-004,T3,Fixer un seuil d’amélioration minimal.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T3-005,T3-005,T3,Utiliser des données jamais examinées.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T3-006,T3-006,T3,Répliquer la prédiction.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T3-007,T3-007,T3,Calculer la puissance statistique.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T3-008,T3-008,T3,Corriger les comparaisons multiples.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T3-009,T3-009,T3,Publier les échecs.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T3-010,T3-010,T3,Refuser le statut prédictif sans réplication.,,finite,,,False,True,,"Non gelé : données absentes, ou test non automatisable, ou métrique non produite par le moteur. Geler donnerait une couverture fictive.",,,,
CRIT-T4-001,T4-001,T4,Mesurer le nombre de concepts et paramètres nécessaires.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T4-002,T4-002,T4,Comparer à des descriptions disciplinaires séparées.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T4-003,T4-003,T4,Vérifier si ORI-C réduit la complexité sans perdre de précision.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T4-004,T4-004,T4,Mesurer les erreurs introduites par la compression.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T4-005,T4-005,T4,Faire évaluer la clarté par des lecteurs indépendants.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T4-006,T4-006,T4,Distinguer utilité pédagogique et valeur scientifique.,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T5-001,T5-001,T5,trouver des contre-exemples,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T5-002,T5-002,T5,produire des codages alternatifs,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T5-003,T5-003,T5,construire des témoins plus forts,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T5-004,T5-004,T5,rechercher les fuites de données,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T5-005,T5-005,T5,tester les choix de métriques,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T5-006,T5-006,T5,chercher les hypothèses non identifiables,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T5-007,T5-007,T5,reproduire les analyses depuis zéro,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T5-008,T5-008,T5,proposer des expériences qui maximisent le risque de réfutation,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T5-009,T5-009,T5,publier un rapport contradictoire,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
CRIT-T5-010,T5-010,T5,intégrer les critiques sans changer rétroactivement les critères,,finite,,,False,False,,À remplir et geler avant l'analyse confirmatoire.,,,,
