test_id,wp,section,description,decision,priorite_tri,role_ou_raison,confirmatory,mode,engine,required_datasets,technical_outcome,scientific_verdict,dataset_cible,cause_blocage,action,source_line
V4-014,V4,Matrice environnementale complète,mesure des lignées,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_matrix,prebiotic_lineages,blocked,undetermined,prebiotic_rna_evolution,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_rna_evolution.,796
V4-015,V4,Matrice environnementale complète,mesure de transmission,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_matrix,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,797
V4-016,V4,Matrice environnementale complète,mesure de fonction,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_matrix,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,798
V4-017,V4,Matrice environnementale complète,retrait du forçage,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_matrix,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,799
V4-018,V4,Matrice environnementale complète,durée longue devant toutes les mémoires,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_matrix,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,800
V4-019,V4,Matrice environnementale complète,réplication biologique et technique,GARDER,P1,confirmatoire/préenregistré,True,data_required,prebiotic_matrix,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,801
V4-020,V4,Matrice environnementale complète,comparaison à trajectoire aléatoire,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_matrix,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,802
V5-001,V5,Cartographie de l’espace prébiotique,Construire `Pth` chimique.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_space,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,806
V5-002,V5,Cartographie de l’espace prébiotique,"Estimer `Pacc(T,C,ε)` par expérience à haut débit.",GARDER,P2,domaine des possibles / Pacc,False,data_required,prebiotic_space,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,807
V5-003,V5,Cartographie de l’espace prébiotique,Cartographier les produits accessibles.,GARDER,P3,domaine des possibles / Pacc,False,data_required,prebiotic_space,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,808
V5-004,V5,Cartographie de l’espace prébiotique,Cartographier les lignées viables.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_space,prebiotic_lineages,blocked,undetermined,prebiotic_rna_evolution,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_rna_evolution.,809
V5-005,V5,Cartographie de l’espace prébiotique,Cartographier les trajectoires fermées.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_space,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,810
V5-006,V5,Cartographie de l’espace prébiotique,Mesurer les coûts énergétiques.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_space,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,811
V5-007,V5,Cartographie de l’espace prébiotique,Identifier les goulets d’étranglement.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_space,prebiotic_lineages,blocked,undetermined,prebiotic_rna_evolution,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_rna_evolution.,812
V5-008,V5,Cartographie de l’espace prébiotique,Tester la robustesse des résultats aux seuils.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_space,prebiotic_lineages,blocked,undetermined,prebiotic_rna_evolution,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_rna_evolution.,813
V5-009,V5,Cartographie de l’espace prébiotique,Reproduire dans un second système chimique.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_space,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,814
V5-010,V5,Cartographie de l’espace prébiotique,Faire une réplication inter-laboratoires.,GARDER,P1,confirmatoire/préenregistré,True,laboratory,prebiotic_space,prebiotic_lineages,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,815
V6-001,V6,Critère de transition matière-hérédité,copies avec variations,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_transition,prebiotic_lineages,blocked,undetermined,prebiotic_rna_evolution,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_rna_evolution.,821
V6-002,V6,Critère de transition matière-hérédité,association au compartiment,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_transition,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,822
V6-003,V6,Critère de transition matière-hérédité,croissance et division,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_transition,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,823
V6-004,V6,Critère de transition matière-hérédité,transmission aux descendants,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_transition,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,824
V6-005,V6,Critère de transition matière-hérédité,effet des variantes sur persistance ou reproduction,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_transition,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,825
V6-006,V6,Critère de transition matière-hérédité,maintien sur plusieurs cycles sans reconstruction complète externe,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_transition,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,826
V6-007,V6,Critère de transition matière-hérédité,avantage contre témoin de complexité égale,GARDER,P2,contrôle anti-faux-positif,False,data_required,prebiotic_transition,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,830
V6-008,V6,Critère de transition matière-hérédité,ablation qui supprime l’effet,GARDER,P1,causalité / histoire / ablation,False,data_required,prebiotic_transition,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,831
V6-009,V6,Critère de transition matière-hérédité,persistance après retrait d’une contrainte temporaire,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,prebiotic_transition,prebiotic_lineages,blocked,undetermined,prebiotic_lineages,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : prebiotic_lineages.,832
V6-010,V6,Critère de transition matière-hérédité,reproduction dans un second laboratoire,GARDER,P1,réplication indépendante,False,laboratory,prebiotic_transition,prebiotic_lineages,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,833
B1-001,B1,"Acte 1, cellule eucaryote",Coder les six dimensions sur plusieurs types cellulaires.,VIRER,,"balayage exploratoire/paramétrique : intégrer comme robustesse, pas comme test autonome",False,data_required,cell_architecture,cell_architecture,blocked,undetermined,cell_architecture,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,841
B1-002,B1,"Acte 1, cellule eucaryote","Inclure bactéries, archées et eucaryotes.",VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,cell_architecture,cell_architecture,blocked,undetermined,cell_architecture,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,842
B1-003,B1,"Acte 1, cellule eucaryote",Tester l’accord entre codeurs.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,human_review,cell_architecture,cell_architecture,not_run,not_applicable,,,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,843
B1-004,B1,"Acte 1, cellule eucaryote",Perturber chaque organite ou fonction dans des données publiques.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,cell_architecture,cell_architecture,blocked,undetermined,cell_architecture,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : cell_architecture.,844
B1-005,B1,"Acte 1, cellule eucaryote","Mesurer survie, réparation, reproduction et évolution.",GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,cell_architecture,cell_architecture,blocked,undetermined,cell_architecture,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : cell_architecture.,845
B1-006,B1,"Acte 1, cellule eucaryote",Construire des graphes de dépendances fonctionnelles.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,cell_architecture,cell_architecture,blocked,undetermined,cell_architecture,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : cell_architecture.,846
B1-007,B1,"Acte 1, cellule eucaryote",Tester la redondance et la compensation.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,cell_architecture,cell_architecture,blocked,undetermined,cell_architecture,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : cell_architecture.,847
B1-008,B1,"Acte 1, cellule eucaryote",Mesurer les chemins de récupération.,GARDER,P3,domaine des possibles / Pacc,False,data_required,cell_architecture,cell_architecture,blocked,undetermined,cell_architecture,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : cell_architecture.,848
B1-009,B1,"Acte 1, cellule eucaryote",Tester si le vecteur `Π` prédit mieux la viabilité qu’un ensemble classique de variables.,GARDER,P3,valeur prédictive,False,data_required,cell_architecture,cell_architecture,blocked,undetermined,cell_architecture,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : cell_architecture.,849
B1-010,B1,"Acte 1, cellule eucaryote",Valider sur types cellulaires masqués.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,cell_architecture,cell_architecture,blocked,undetermined,cell_architecture,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : cell_architecture.,850
B2-001,B2,"Acte 2, endosymbiose mitochondriale",Compiler phylogénies des gènes mitochondriaux et nucléaires.,VIRER,,"préparation/documentation : nécessaire au travail, pas une preuve autonome",False,data_required,endosymbiosis,endosymbiosis_events,blocked,undetermined,endosymbiosis_events,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,854
B2-002,B2,"Acte 2, endosymbiose mitochondriale",Compiler transferts de gènes vers le noyau.,VIRER,,"préparation/documentation : nécessaire au travail, pas une preuve autonome",False,data_required,endosymbiosis,endosymbiosis_events,blocked,undetermined,endosymbiosis_events,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,855
B2-003,B2,"Acte 2, endosymbiose mitochondriale",Compiler réduction génomique.,VIRER,,"préparation/documentation : nécessaire au travail, pas une preuve autonome",False,data_required,endosymbiosis,endosymbiosis_events,pass,undetermined,,,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,856
B2-004,B2,"Acte 2, endosymbiose mitochondriale",Compiler systèmes d’import protéique.,VIRER,,"préparation/documentation : nécessaire au travail, pas une preuve autonome",False,data_required,endosymbiosis,endosymbiosis_events,blocked,undetermined,endosymbiosis_events,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,857
B2-005,B2,"Acte 2, endosymbiose mitochondriale",Compiler dépendances métaboliques.,VIRER,,"préparation/documentation : nécessaire au travail, pas une preuve autonome",False,data_required,endosymbiosis,endosymbiosis_events,blocked,undetermined,endosymbiosis_events,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,858
B2-006,B2,"Acte 2, endosymbiose mitochondriale",Comparer plusieurs scénarios d’endosymbiose.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,endosymbiosis,endosymbiosis_events,blocked,undetermined,endosymbiosis_events,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : endosymbiosis_events.,859
B2-007,B2,"Acte 2, endosymbiose mitochondriale",Tester la relation `INTG` sur critères explicites.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,endosymbiosis,endosymbiosis_events,blocked,undetermined,endosymbiosis_events,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : endosymbiosis_events.,860
B2-008,B2,"Acte 2, endosymbiose mitochondriale",Tester les étapes de fermeture d’alternatives.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,endosymbiosis,endosymbiosis_events,blocked,undetermined,endosymbiosis_events,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : endosymbiosis_events.,861
B2-009,B2,"Acte 2, endosymbiose mitochondriale",Rechercher des transitions analogues dans plastes et symbioses récentes.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,endosymbiosis,endosymbiosis_events,blocked,undetermined,endosymbiosis_events,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : endosymbiosis_events.,862
B2-010,B2,"Acte 2, endosymbiose mitochondriale",Tester la capacité du cadre à prédire quelles symbioses deviennent obligatoires.,GARDER,P3,valeur prédictive,False,data_required,endosymbiosis,endosymbiosis_events,blocked,undetermined,endosymbiosis_events,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : endosymbiosis_events.,863
B2-011,B2,"Acte 2, endosymbiose mitochondriale",Comparer à des modèles standards de dépendance symbiotique.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,endosymbiosis,endosymbiosis_events,blocked,undetermined,endosymbiosis_events,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : endosymbiosis_events.,864
B2-012,B2,"Acte 2, endosymbiose mitochondriale",Valider sur cas non utilisés pour construire les critères.,GARDER,P3,validation hors échantillon,False,data_required,endosymbiosis,endosymbiosis_events,blocked,undetermined,endosymbiosis_events,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : endosymbiosis_events.,865
B3-001,B3,Valeur ajoutée biologique générale,Prédire persistance et récupération à partir des six dimensions.,GARDER,P3,valeur prédictive,False,data_required,biology_value,biology_cases,blocked,undetermined,biology_cases,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : biology_cases.,869
B3-002,B3,Valeur ajoutée biologique générale,Comparer à des modèles de réseaux biologiques.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,biology_value,biology_cases,blocked,undetermined,biology_cases,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : biology_cases.,870
B3-003,B3,Valeur ajoutée biologique générale,Comparer à des modèles de fitness.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,biology_value,biology_cases,blocked,undetermined,biology_cases,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : biology_cases.,871
B3-004,B3,Valeur ajoutée biologique générale,Comparer à des modèles de résilience.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,biology_value,biology_cases,blocked,undetermined,biology_cases,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : biology_cases.,872
B3-005,B3,Valeur ajoutée biologique générale,Tester les données hors domaine.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,biology_value,biology_cases,blocked,undetermined,biology_cases,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : biology_cases.,873
B3-006,B3,Valeur ajoutée biologique générale,Mesurer calibration et faux positifs.,GARDER,P2,contrôle anti-faux-positif,False,data_required,biology_value,biology_cases,blocked,undetermined,biology_cases,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : biology_cases.,874
B3-007,B3,Valeur ajoutée biologique générale,Tester si les notions `D-H-L` ajoutent une information indépendante.,GARDER,P3,réplication indépendante,False,data_required,biology_value,biology_cases,blocked,undetermined,biology_cases,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : biology_cases.,875
B3-008,B3,Valeur ajoutée biologique générale,Tester si `Pacc` prédit les transitions observées.,GARDER,P2,domaine des possibles / Pacc,False,data_required,biology_value,biology_cases,blocked,undetermined,biology_cases,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : biology_cases.,876
B3-009,B3,Valeur ajoutée biologique générale,Publier les domaines où le cadre reste descriptif.,VIRER,,"préparation/documentation : nécessaire au travail, pas une preuve autonome",False,human_review,biology_value,biology_cases,not_run,not_applicable,,,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,877
B3-010,B3,Valeur ajoutée biologique générale,Réserver le statut prédictif aux cas confirmés hors échantillon.,GARDER,P1,confirmatoire/préenregistré,True,data_required,biology_value,biology_cases,blocked,undetermined,biology_cases,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : biology_cases.,878
R1-001,R1,Conception générale,Utiliser plusieurs espèces bactériennes.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,laboratory,antibiotic_design,antibiotic_design,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,886
R1-002,R1,Conception générale,Utiliser plusieurs familles d’antibiotiques.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,laboratory,antibiotic_design,antibiotic_design,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,887
R1-003,R1,Conception générale,"Inclure milieux riches, pauvres et structurés.",GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_design,antibiotic_design,blocked,undetermined,antibiotic_design,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_design.,888
R1-004,R1,Conception générale,Inclure populations planctoniques et biofilms.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_design,antibiotic_design,blocked,undetermined,antibiotic_design,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_design.,889
R1-005,R1,Conception générale,Prévoir au moins 12 à 24 lignées indépendantes par condition.,GARDER,P3,réplication indépendante,False,data_required,antibiotic_design,antibiotic_design,pass,undetermined,,,Conserver ; ne promouvoir scientifiquement qu'avec criterion_id/seuil/verdict certifié.,890
R1-006,R1,Conception générale,Randomiser les traitements.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_design,antibiotic_design,blocked,undetermined,antibiotic_design,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_design.,891
R1-007,R1,Conception générale,Aveugler l’analyse lorsque possible.,GARDER,P1,confirmatoire/préenregistré,True,data_required,antibiotic_design,antibiotic_design,blocked,undetermined,antibiotic_design,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_design.,892
R1-008,R1,Conception générale,Préenregistrer les critères.,GARDER,P1,confirmatoire/préenregistré,True,human_review,antibiotic_design,antibiotic_design,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,893
R1-009,R1,Conception générale,"Séparer résistance, tolérance et persistance.",GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_design,antibiotic_design,pass,undetermined,,,Conserver ; ne promouvoir scientifiquement qu'avec criterion_id/seuil/verdict certifié.,894
R1-010,R1,Conception générale,Suivre les coûts de fitness.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_design,antibiotic_design,pass,undetermined,,,Conserver ; ne promouvoir scientifiquement qu'avec criterion_id/seuil/verdict certifié.,895
R2-001,R2,Histoires d’exposition,exposition constante,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_histories,antibiotic_cycles,blocked,undetermined,antibiotic_cycles,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles.,901
R2-002,R2,Histoires d’exposition,augmentation progressive,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,antibiotic_histories,antibiotic_cycles,blocked,undetermined,antibiotic_cycles,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,902
R2-003,R2,Histoires d’exposition,diminution progressive,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,antibiotic_histories,antibiotic_cycles,blocked,undetermined,antibiotic_cycles,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,903
R2-004,R2,Histoires d’exposition,impulsions courtes,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,antibiotic_histories,antibiotic_cycles,blocked,undetermined,antibiotic_cycles,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,904
R2-005,R2,Histoires d’exposition,impulsions longues,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,antibiotic_histories,antibiotic_cycles,blocked,undetermined,antibiotic_cycles,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,905
R2-006,R2,Histoires d’exposition,alternance de deux antibiotiques,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,laboratory,antibiotic_histories,antibiotic_cycles,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,906
R2-007,R2,Histoires d’exposition,ordre A puis B,GARDER,P3,causalité / histoire / ablation,False,data_required,antibiotic_histories,antibiotic_cycles,blocked,undetermined,antibiotic_cycles,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles.,907
R2-008,R2,Histoires d’exposition,ordre B puis A,GARDER,P3,causalité / histoire / ablation,False,data_required,antibiotic_histories,antibiotic_cycles,blocked,undetermined,antibiotic_cycles,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles.,908
R2-009,R2,Histoires d’exposition,combinaison simultanée,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,antibiotic_histories,antibiotic_cycles,blocked,undetermined,antibiotic_cycles,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,909
R2-010,R2,Histoires d’exposition,périodes sans antibiotique,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,laboratory,antibiotic_histories,antibiotic_cycles,not_run,not_applicable,,,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,910
R2-011,R2,Histoires d’exposition,stress environnemental avant antibiotique,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,laboratory,antibiotic_histories,antibiotic_cycles,not_run,not_applicable,,,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,911
R2-012,R2,Histoires d’exposition,stress après antibiotique,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,laboratory,antibiotic_histories,antibiotic_cycles,not_run,not_applicable,,,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,912
R2-013,R2,Histoires d’exposition,trajectoires aléatoires appariées,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_histories,antibiotic_cycles,blocked,undetermined,antibiotic_cycles,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles.,913
R2-014,R2,Histoires d’exposition,même dose cumulée avec ordres différents,GARDER,P3,causalité / histoire / ablation,False,data_required,antibiotic_histories,antibiotic_cycles,blocked,undetermined,antibiotic_cycles,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles.,914
R2-015,R2,Histoires d’exposition,même MIC finale obtenue par histoires différentes,GARDER,P2,causalité / histoire / ablation,False,data_required,antibiotic_histories,antibiotic_cycles,blocked,undetermined,antibiotic_cycles,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_cycles.,915
R3-001,R3,Mesures,MIC,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_measurements,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_measurements.,921
R3-002,R3,Mesures,courbe dose-réponse,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,antibiotic_measurements,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,922
R3-003,R3,Mesures,temps de latence,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,antibiotic_measurements,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,923
R3-004,R3,Mesures,taux de croissance,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_measurements,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_measurements.,924
R3-005,R3,Mesures,survie après choc,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_measurements,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_measurements.,925
R3-006,R3,Mesures,fraction persistante,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_measurements,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_measurements.,926
R3-007,R3,Mesures,fitness sans antibiotique,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,laboratory,antibiotic_measurements,antibiotic_measurements,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,927
R3-008,R3,Mesures,mutations,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_measurements,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_measurements.,928
R3-009,R3,Mesures,fréquences alléliques,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,antibiotic_measurements,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Acquérir/relier la donnée admissible : antibiotic_measurements.,929
R3-010,R3,Mesures,expression génique,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,antibiotic_measurements,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,930
R3-011,R3,Mesures,métabolisme,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,antibiotic_measurements,antibiotic_measurements,blocked,undetermined,antibiotic_measurements,test_hors_portee_mesuree,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,931
